"Station","Date","Time","Precip","type","Air_max","Air_min","obs","Wx","Wind_dir","speed","Bulb_wet","dry","Soil_max","Soil_min","Evap","Solar","ETo","RH _max","RH_min"
DAVIS.A,19820101,800,2.538,,11.1,0.6,,,,,,,,,,,,,
DAVIS.A,19820102,800,8.629,R,10.0,2.2,,,,,,,,,,,,,
DAVIS.A,19820103,800,0.000,,6.7,-1.1,,,,,,,,,,,,,
DAVIS.A,19820104,800,37.81,R,8.3,0.0,,,,,,,,,,,,,
DAVIS.A,19820105,800,64.97,R,9.4,3.3,,,,,,,,,,,,,
DAVIS.A,19820106,800,0.000,,7.2,0.6,,,,,,,,,,,,,
DAVIS.A,19820107,800,0.000,,8.3,-1.1,,,,,,,,,,,,,
DAVIS.A,19820108,800,0.000,,11.1,-3.3,,,,,,,,,,,,,
DAVIS.A,19820109,800,0.000,,12.8,-1.7,,,,,,,,,,,,,
DAVIS.A,19820110,800,0.000,,12.2,-3.3,,,,,,,,,,,,,
DAVIS.A,19820111,800,0.000,,13.9,-1.7,,,,,,,,,,,,,
DAVIS.A,19820112,800,0.000,,13.3,-1.1,,,,,,,,,,,,,
DAVIS.A,19820113,800,0.000,,8.3,-2.2,,,,,,,,,,,,,
DAVIS.A,19820114,800,0.254,R,7.8,-1.1,,,,,,,,,,,,,
DAVIS.A,19820115,800,0.254,R,9.4,2.2,,,,,,,,,,,,,
DAVIS.A,19820116,800,0.000,,4.4,1.7,,,,,,,,,,,,,
DAVIS.A,19820117,800,0.254,R,4.4,1.7,,,,,,,,,,,,,
DAVIS.A,19820118,800,0.000,,11.1,2.2,,,,,,,,,,,,,
DAVIS.A,19820119,800,1.269,,7.8,2.8,,,,,,,,,,,,,
DAVIS.A,19820120,800,8.883,R,7.2,3.9,,,,,,,,,,,,,
DAVIS.A,19820121,800,4.822,R,7.8,-0.6,,,,,,,,,,,,,
DAVIS.A,19820122,800,0.000,,8.3,-2.2,,,,,,,,,,,,,
DAVIS.A,19820123,800,0.000,,9.4,-0.6,,,,,,,,,,,,,
DAVIS.A,19820124,800,0.000,,8.9,-1.7,,,,,,,,,,,,,
DAVIS.A,19820125,800,0.000,,8.9,0.0,,,,,,,,,,,,,
DAVIS.A,19820126,800,4.569,R,12.8,3.3,,,,,,,,,,,,,
DAVIS.A,19820127,800,0.761,R,11.1,-1.1,,,,,,,,,,,,,
DAVIS.A,19820128,800,3.807,R,8.9,0.0,,,,,,,,,,,,,
DAVIS.A,19820129,800,8.629,R,13.9,3.9,,,,,,,,,,,,,
DAVIS.A,19820130,800,0.000,,14.4,-0.6,,,,,,,,,,,,,
DAVIS.A,19820131,800,0.000,,13.9,-0.6,,,,,,,,,,,,,
DAVIS.A,19820201,800,0.000,,17.8,1.1,,,,,,,,,,,,,
DAVIS.A,19820202,800,0.000,,17.2,5.6,,,,,,,,,,,,,
DAVIS.A,19820203,800,0.000,,16.1,1.1,,,,,,,,,,,,,
DAVIS.A,19820204,800,0.000,,10.6,0.6,,,,,,,,,,,,,
DAVIS.A,19820205,800,0.000,,12.2,-1.1,,,,,,,,,,,,,
DAVIS.A,19820206,800,0.000,,12.8,-1.1,,,,,,,,,,,,,
DAVIS.A,19820207,800,0.000,,14.4,-1.7,,,,,,,,,,,,,
DAVIS.A,19820208,800,0.000,,15.0,0.0,,,,,,,,,,,,,
DAVIS.A,19820209,800,0.000,,13.3,4.4,,,,,,,,,,,,,
DAVIS.A,19820210,800,0.000,,12.8,-1.1,,,,,,,,,,,,,
DAVIS.A,19820211,800,0.000,,14.4,-2.8,,,,,,,,,,,,,
DAVIS.A,19820212,800,0.000,,15.6,-1.1,,,,,,,,,,,,,
DAVIS.A,19820213,800,1.777,R,12.2,2.2,,,,,,,,,,,,,
DAVIS.A,19820214,800,16.24,R,16.1,7.8,,,,,,,,,,,,,
DAVIS.A,19820215,800,26.14,R,15.6,11.1,,,,,,,,,,,,,
DAVIS.A,19820216,800,22.08,R,17.2,10.6,,,,,,,,,,,,,
DAVIS.A,19820217,800,0.000,,18.9,9.4,,,,,,,,,,,,,
DAVIS.A,19820218,800,0.000,,18.3,5.6,,,,,,,,,,,,,
DAVIS.A,19820219,800,0.000,,17.8,7.8,,,,,,,,,,,,,
DAVIS.A,19820220,800,0.000,,20.0,6.1,,,,,,,,,,,,,
DAVIS.A,19820221,800,0.000,,18.3,10.0,,,,,,,,,,,,,
DAVIS.A,19820222,800,0.000,,15.6,7.2,,,,,,,,,,,,,
DAVIS.A,19820223,800,0.000,,14.4,1.7,,,,,,,,,,,,,
DAVIS.A,19820224,800,0.000,,16.1,-0.6,,,,,,,,,,,,,
DAVIS.A,19820225,800,0.000,,16.1,-0.6,,,,,,,,,,,,,
DAVIS.A,19820226,800,0.000,,14.4,2.8,,,,,,,,,,,,,
DAVIS.A,19820227,800,0.508,DZ,17.2,8.9,,,,,,,,,,,,,
DAVIS.A,19820228,800,0.000,,15.0,6.1,,,,,,,,,,,,,
DAVIS.A,19820301,800,11.42,R,15.6,10.0,,,,,,,,,,,,,
DAVIS.A,19820302,800,24.87,R,15.6,10.6,,,,,,,,,,,,,
DAVIS.A,19820303,800,0.000,,15.6,3.9,,,,,,,,,,,,,
DAVIS.A,19820304,800,0,R,15.6,2.2,,,,,,,,,,,,,
DAVIS.A,19820305,800,0.000,,17.8,5.6,,,,,,,,,,,,,
DAVIS.A,19820306,800,0.000,,18.9,1.7,,,,,,,,,,,,,
DAVIS.A,19820307,800,0.000,,13.3,5.6,,,,,,,,,,,,,
DAVIS.A,19820308,800,2.031,R,18.9,7.8,,,,,,,,,,,,,
DAVIS.A,19820309,800,0.000,,15.6,6.7,,,,,,,,,,,,,
DAVIS.A,19820310,800,3.046,DZ,17.2,8.9,,,,,,,,,,,,,
DAVIS.A,19820311,800,12.43,R,17.2,12.2,,,,,,,,,,,,,
DAVIS.A,19820312,800,2.538,R,18.3,6.7,,,,,,,,,,,,,
DAVIS.A,19820313,800,0.000,,17.2,5.6,,,,,,,,,,,,,
DAVIS.A,19820314,800,1.523,R,13.9,7.8,,,,,,,,,,,,,
DAVIS.A,19820315,800,13.45,R,12.8,3.9,,,,,,,,,,,,,
DAVIS.A,19820316,800,5.584,R,11.7,4.4,,,,,,,,,,,,,
DAVIS.A,19820317,800,17.25,TH,12.2,4.4,,,,,,,,,,,,,
DAVIS.A,19820318,800,5.076,TH,13.9,3.3,,,,,,,,,,,,,
DAVIS.A,19820319,800,0.508,R,13.9,0.0,,,,,,,,,,,,,
DAVIS.A,19820320,800,0.000,,15.6,1.7,,,,,,,,,,,,,
DAVIS.A,19820321,800,0.000,,16.7,0.0,,,,,,,,,,,,,
DAVIS.A,19820322,800,0.000,,19.4,2.2,,,,,,,,,,,,,
DAVIS.A,19820323,800,0.000,,20.6,3.3,,,,,,,,,,,,,
DAVIS.A,19820324,800,0.000,,20.0,2.8,,,,,,,,,,,,,
DAVIS.A,19820325,800,0.000,,17.2,6.7,,,,,,,,,,,,,
DAVIS.A,19820326,800,3.300,R,14.4,8.3,,,,,,,,,,,,,
DAVIS.A,19820327,800,0.254,R,16.7,5.0,,,,,,,,,,,,,
DAVIS.A,19820328,800,3.300,R,11.7,4.4,,,,,,,,,,,,,
DAVIS.A,19820329,800,1.777,R,11.1,3.9,,,,,,,,,,,,,
DAVIS.A,19820330,800,12.94,R,11.1,3.3,,,,,,,,,,,,,
DAVIS.A,19820331,800,53.55,R,7.2,6.7,,,,,,,,,,,,,
DAVIS.A,19820401,800,9.137,R,10.0,1.7,,,,,,,,,,,,,
DAVIS.A,19820402,800,4.061,R,11.7,4.4,,,,,,,,,,,,,
DAVIS.A,19820403,800,31.47,R,15.6,5.6,,,,,,,,,,,,,
DAVIS.A,19820404,800,4.315,R,15.0,3.9,,,,,,,,,,,,,
DAVIS.A,19820405,800,0.000,,14.4,3.9,,,,,,,,,,,,,
DAVIS.A,19820406,800,0.508,R,15.6,-2.2,,,,,,,,,,,,,
DAVIS.A,19820407,800,0,,15.0,0.0,,,,,,,,,,,,,
DAVIS.A,19820408,800,0.000,,16.1,3.9,,,,,,,,,,,,,
DAVIS.A,19820409,800,0.000,,20.0,2.2,,,,,,,,,,,,,
DAVIS.A,19820410,800,10.91,R,16.7,9.4,,,,,,,,,,,,,
DAVIS.A,19820411,800,74.11,R,17.2,12.8,,,,,,,,,,,,,
DAVIS.A,19820412,800,2.031,R,17.2,8.9,,,,,,,,,,,,,
DAVIS.A,19820413,800,0.254,R,18.3,8.3,,,,,,,,,,,,,
DAVIS.A,19820414,800,1.269,R,17.2,9.4,,,,,,,,,,,,,
DAVIS.A,19820415,800,0.000,,17.2,3.9,,,,,,,,,,,,,
DAVIS.A,19820416,800,0.000,,21.1,2.2,,,,,,,,,,,,,
DAVIS.A,19820417,800,0.000,,22.8,2.8,,,,,,,,,,,,,
DAVIS.A,19820418,800,0.000,,23.3,7.2,,,,,,,,,,,,,
DAVIS.A,19820419,800,0.000,,23.9,11.7,,,,,,,,,,,,,
DAVIS.A,19820420,800,0.000,,24.4,11.7,,,,,,,,,,,,,
DAVIS.A,19820421,800,0.000,,26.1,7.8,,,,,,,,,,,,,
DAVIS.A,19820422,800,0.000,,27.8,5.6,,,,,,,,,,,,,
DAVIS.A,19820423,800,0.000,,26.7,6.1,,,,,,,,,,,,,
DAVIS.A,19820424,800,0.000,,26.1,6.1,,,,,,,,,,,,,
DAVIS.A,19820425,800,0.000,,23.3,7.8,,,,,,,,,,,,,
DAVIS.A,19820426,800,0.000,,22.8,10.0,,,,,,,,,,,,,
DAVIS.A,19820427,800,0.000,,26.1,5.6,,,,,,,,,,,,,
DAVIS.A,19820428,800,0.000,,23.9,6.7,,,,,,,,,,,,,
DAVIS.A,19820429,800,0.000,,27.8,13.3,,,,,,,,,,,,,
DAVIS.A,19820430,800,0.000,,25.0,7.8,,,,,,,,,,,,,
DAVIS.A,19820501,800,0.000,,23.9,5.0,,,,,,,,,,,,,
DAVIS.A,19820502,800,0.000,,27.2,3.9,,,,,,,,,,,,,
DAVIS.A,19820503,800,0.000,,29.4,6.7,,,,,,,,,,,,,
DAVIS.A,19820504,800,0.000,,30.0,16.1,,,,,,,,,,,,,
DAVIS.A,19820505,800,0.000,,31.1,8.3,,,,,,,,,,,,,
DAVIS.A,19820506,800,0.000,,32.2,6.7,,,,,,,,,,,,,
DAVIS.A,19820507,800,0.000,,30.6,8.3,,,,,,,,,,,,,
DAVIS.A,19820508,800,0.000,,24.4,8.3,,,,,,,,,,,,,
DAVIS.A,19820509,800,0.000,,21.7,6.7,,,,,,,,,,,,,
DAVIS.A,19820510,800,0.000,,21.7,6.1,,,,,,,,,,,,,
DAVIS.A,19820511,800,0.000,,26.1,5.6,,,,,,,,,,,,,
DAVIS.A,19820512,800,0.000,,25.6,7.8,,,,,,,,,,,,,
DAVIS.A,19820513,800,0.000,,24.4,7.8,,,,,,,,,,,,,
DAVIS.A,19820514,800,0.000,,27.2,9.4,,,,,,,,,,,,,
DAVIS.A,19820515,800,0.000,,31.1,8.3,,,,,,,,,,,,,
DAVIS.A,19820516,800,0.000,,31.1,9.4,,,,,,,,,,,,,
DAVIS.A,19820517,800,0.000,,23.3,10.6,,,,,,,,,,,,,
DAVIS.A,19820518,800,0.000,,26.7,6.7,,,,,,,,,,,,,
DAVIS.A,19820519,800,0.000,,31.1,10.0,,,,,,,,,,,,,
DAVIS.A,19820520,800,0.000,,30.0,9.4,,,,,,,,,,,,,
DAVIS.A,19820521,800,0.000,,29.4,8.3,,,,,,,,,,,,,
DAVIS.A,19820522,800,0.000,,33.3,9.4,,,,,,,,,,,,,
DAVIS.A,19820523,800,0.000,,36.1,17.8,,,,,,,,,,,,,
DAVIS.A,19820524,800,0.000,,37.2,23.3,,,,,,,,,,,,,
DAVIS.A,19820525,800,0.000,,33.3,13.3,,,,,,,,,,,,,
DAVIS.A,19820526,800,0.000,,26.7,12.2,,,,,,,,,,,,,
DAVIS.A,19820527,800,0.000,,25.0,10.0,,,,,,,,,,,,,
DAVIS.A,19820528,800,0.000,,27.8,8.3,,,,,,,,,,,,,
DAVIS.A,19820529,800,0.000,,23.9,7.2,,,,,,,,,,,,,
DAVIS.A,19820530,800,0.000,,26.1,7.8,,,,,,,,,,,,,
DAVIS.A,19820531,800,0.000,,22.8,9.4,,,,,,,,,,,,,
DAVIS.A,19820601,800,0.000,,23.3,7.2,,,,,,,,,,,,,
DAVIS.A,19820602,800,0.000,,25.0,8.3,,,,,,,,,,,,,
DAVIS.A,19820603,800,0.000,,26.1,6.1,,,,,,,,,,,,,
DAVIS.A,19820604,800,0.000,,24.4,7.2,,,,,,,,,,,,,
DAVIS.A,19820605,800,0.000,,25.6,8.9,,,,,,,,,,,,,
DAVIS.A,19820606,800,0.000,,26.1,9.4,,,,,,,,,,,,,
DAVIS.A,19820607,800,0.000,,26.1,8.9,,,,,,,,,,,,,
DAVIS.A,19820608,800,0.000,,31.1,8.3,,,,,,,,,,,,,
DAVIS.A,19820609,800,0.000,,31.7,9.4,,,,,,,,,,,,,
DAVIS.A,19820610,800,0.000,,28.3,10.0,,,,,,,,,,,,,
DAVIS.A,19820611,800,0.000,,24.4,11.1,,,,,,,,,,,,,
DAVIS.A,19820612,800,0.000,,26.7,12.2,,,,,,,,,,,,,
DAVIS.A,19820613,800,0.000,,29.4,10.6,,,,,,,,,,,,,
DAVIS.A,19820614,800,0.000,,35.6,12.8,,,,,,,,,,,,,
DAVIS.A,19820615,800,0.000,,36.7,13.9,,,,,,,,,,,,,
DAVIS.A,19820616,800,0.000,,35.6,14.4,,,,,,,,,,,,,
DAVIS.A,19820617,800,0.000,,31.7,13.3,,,,,,,,,,,,,
DAVIS.A,19820618,800,0.000,,29.4,12.8,,,,,,,,,,,,,
DAVIS.A,19820619,800,0.000,,30.0,13.9,,,,,,,,,,,,,
DAVIS.A,19820620,800,0.000,,32.2,11.7,,,,,,,,,,,,,
DAVIS.A,19820621,800,0.000,,31.1,10.6,,,,,,,,,,,,,
DAVIS.A,19820622,800,0.000,,31.1,11.1,,,,,,,,,,,,,
DAVIS.A,19820623,800,0.000,,30.6,13.3,,,,,,,,,,,,,
DAVIS.A,19820624,800,0.000,,28.3,14.4,,,,,,,,,,,,,
DAVIS.A,19820625,800,0.000,,29.4,12.2,,,,,,,,,,,,,
DAVIS.A,19820626,800,0.000,,31.7,15.6,,,,,,,,,,,,,
DAVIS.A,19820627,800,0.000,,29.4,16.7,,,,,,,,,,,,,
DAVIS.A,19820628,800,0.000,,22.8,14.4,,,,,,,,,,,,,
DAVIS.A,19820629,800,1.777,R,23.9,13.3,,,,,,,,,,,,,
DAVIS.A,19820630,800,0.000,,22.8,11.1,,,,,,,,,,,,,
DAVIS.A,19820701,800,0.000,,24.4,13.9,,,,,,,,,,,,,
DAVIS.A,19820702,800,0.000,,27.8,12.2,,,,,,,,,,,,,
DAVIS.A,19820703,800,0.000,,26.1,11.7,,,,,,,,,,,,,
DAVIS.A,19820704,800,0.000,,27.8,9.4,,,,,,,,,,,,,
DAVIS.A,19820705,800,0.000,,31.1,10.6,,,,,,,,,,,,,
DAVIS.A,19820706,800,0.000,,32.2,12.8,,,,,,,,,,,,,
DAVIS.A,19820707,800,0.000,,30.0,12.8,,,,,,,,,,,,,
DAVIS.A,19820708,800,0.000,,31.7,10.6,,,,,,,,,,,,,
DAVIS.A,19820709,800,0.000,,34.4,11.7,,,,,,,,,,,,,
DAVIS.A,19820710,800,0.000,,34.4,14.4,,,,,,,,,,,,,
DAVIS.A,19820711,800,0.000,,35.6,16.1,,,,,,,,,,,,,
DAVIS.A,19820712,800,0.000,,35.6,15.0,,,,,,,,,,,,,
DAVIS.A,19820713,800,0.000,,36.7,16.1,,,,,,,,,,,,,
DAVIS.A,19820714,800,0.000,,36.7,15.6,,,,,,,,,,,,,
DAVIS.A,19820715,800,0.000,,36.1,18.9,,,,,,,,,,,,,
DAVIS.A,19820716,800,0.000,,27.2,13.3,,,,,,,,,,,,,
DAVIS.A,19820717,800,0.000,,30.0,11.1,,,,,,,,,,,,,
DAVIS.A,19820718,800,0.000,,32.8,11.7,,,,,,,,,,,,94.8,31.1
DAVIS.A,19820719,800,0.000,,33.9,11.7,,,,,,,,,,,,90.7,58.3
DAVIS.A,19820720,800,0.000,,32.8,11.7,,,,,,,,,,,,,
DAVIS.A,19820721,800,0.000,,35.0,10.6,,,,,,,,,,,,,
DAVIS.A,19820722,800,0.000,,35.0,11.1,,,,,,,,,,,,96.2,23.0
DAVIS.A,19820723,800,0.000,,34.4,12.8,,,,,,,,,,,,92.8,33.1
DAVIS.A,19820724,800,0.000,,32.2,11.1,,,,,,,,,,,,,
DAVIS.A,19820725,800,0.000,,31.7,10.6,,,,,,,,,,,,,
DAVIS.A,19820726,800,0.000,,33.3,10.6,,,,,,,,,,,,73.7,28.3
DAVIS.A,19820727,800,0.000,,35.0,12.2,,,,,,,,,,,,90.3,26.0
DAVIS.A,19820728,800,0.000,,36.7,11.7,,,,,,,,,,,,94.0,20.6
DAVIS.A,19820729,800,0.000,,37.2,13.3,,,,,,,,,,,,89.3,21.9
DAVIS.A,19820730,800,0.000,,36.7,12.8,,,,,,,,,,,,93.4,30.7
DAVIS.A,19820731,800,0.000,,37.2,12.8,,,,,,,,,,,,,
DAVIS.A,19820801,800,0.000,,33.9,13.3,,,,,,,,,,,,,
DAVIS.A,19820802,800,0.000,,32.2,12.2,,,,,,,,,,,,,
DAVIS.A,19820803,800,0.000,,27.8,11.1,,,,,,,,,,,,90.9,43.1
DAVIS.A,19820804,800,0.000,,30.6,10.6,,,,,,,,,,,,97.0,37.7
DAVIS.A,19820805,800,0.000,,33.9,11.7,,,,,,,,,,,,92.3,22.8
DAVIS.A,19820806,800,0.000,,37.2,16.1,,,,,,,,,,,,87.2,17.1
DAVIS.A,19820807,800,0.000,,32.8,22.2,,,,,,,,,,,,77.2,35.4
DAVIS.A,19820808,800,0.000,,37.8,17.8,,,,,,,,,,,,90.3,26.3
DAVIS.A,19820809,800,0.000,,31.1,13.9,,,,,,,,,,,,91.1,48.3
DAVIS.A,19820810,800,0.000,,31.7,12.2,,,,,,,,,,,,95.9,36.9
DAVIS.A,19820811,800,0.000,,30.0,13.9,,,,,,,,,,,,91.5,74.1
DAVIS.A,19820812,800,0.000,,33.9,12.8,,,,,,,,,,,,96.3,23.0
DAVIS.A,19820813,800,0.000,,29.4,14.4,,,,,,,,,,,,89.5,43.1
DAVIS.A,19820814,800,0.000,,27.2,11.7,,,,,,,,,,,,88.4,55.0
DAVIS.A,19820815,800,0.000,,30.6,11.7,,,,,,,,,,,,96.9,40.9
DAVIS.A,19820816,800,0.000,,34.4,12.2,,,,,,,,,,,,92.1,29.4
DAVIS.A,19820817,800,0.000,,35.6,13.9,,,,,,,,,,,,92.2,24.2
DAVIS.A,19820818,800,0.000,,32.8,12.8,,,,,,,,,,,,95.2,72.5
DAVIS.A,19820819,800,0.000,,27.8,12.8,,,,,,,,,,,,94.7,56.8
DAVIS.A,19820820,800,0.000,,35.6,13.3,,,,,,,,,,,,96.1,15.4
DAVIS.A,19820821,800,0.000,,37.8,13.9,,,,,,,,,,,,51.1,26.4
DAVIS.A,19820822,800,0.000,,37.2,15.0,,,,,,,,,,,,87.7,17.1
DAVIS.A,19820823,800,0.000,,33.9,13.3,,,,,,,,,,,,91.8,77.2
DAVIS.A,19820824,800,0.000,,32.8,13.3,,,,,,,,,,,,,
DAVIS.A,19820825,800,0.000,,28.9,11.7,,,,,,,,,,,,83.8,58.2
DAVIS.A,19820826,800,0.000,,29.4,11.7,,,,,,,,,,,,95.3,40.7
DAVIS.A,19820827,800,0.000,,28.9,11.7,,,,,,,,,,,,95.5,88.1
DAVIS.A,19820828,800,0.000,,27.8,12.8,,,,,,,,,,,,73.0,42.4
DAVIS.A,19820829,800,0.000,,30.0,14.4,,,,,,,,,,,,89.5,30.7
DAVIS.A,19820830,800,0.000,,30.6,9.4,,,,,,,,,,,,96.9,46.5
DAVIS.A,19820831,800,0.000,,33.3,8.9,,,,,,,,,,,,96.0,13.2
DAVIS.A,19820901,800,0.000,,34.4,12.8,,,,,,,,,,,,88.1,38.1
DAVIS.A,19820902,800,0.000,,34.4,13.9,,,,,,,,,,,,86.7,21.4
DAVIS.A,19820903,800,0.000,,32.8,16.7,,,,,,,,,,,,79.9,59.2
DAVIS.A,19820904,800,0.000,,34.4,12.2,,,,,,,,,,,,,
DAVIS.A,19820905,800,0.000,,36.1,11.7,,,,,,,,,,,,64.9,24.9
DAVIS.A,19820906,800,0.000,,33.9,13.9,,,,,,,,,,,,91.4,29.2
DAVIS.A,19820907,800,0.000,,36.7,18.9,,,,,,,,,,,,72.1,18.9
DAVIS.A,19820908,800,0.000,,35.6,14.4,,,,,,,,,,,,86.8,26.0
DAVIS.A,19820909,800,0.000,,29.4,16.7,,,,,,,,,,,,90.6,35.2
DAVIS.A,19820910,800,0.000,,29.4,13.3,,,,,,,,,,,,95.2,32.0
DAVIS.A,19820911,800,0.000,,31.1,10.6,,,,,,,,,,,,44.9,10.8
DAVIS.A,19820912,800,0.000,,32.2,15.6,,,,,,,,,,,,58.5,22.8
DAVIS.A,19820913,800,0.000,,30.6,18.3,,,,,,,,,,,,48.0,42.2
DAVIS.A,19820914,800,0.000,,28.3,10.6,,,,,,,,,,,,86.5,40.5
DAVIS.A,19820915,800,0.000,,22.8,13.3,,,,,,,,,,,,95.8,68.9
DAVIS.A,19820916,800,24.11,R,21.1,11.7,,,,,,,,,,,,97.7,57.4
DAVIS.A,19820917,800,2.031,R,20.6,13.9,,,,,,,,,,,,95.7,93.6
DAVIS.A,19820918,800,0.000,,19.4,14.4,,,,,,,,,,,,,
DAVIS.A,19820919,800,15.73,R,23.9,13.3,,,,,,,,,,,,,
DAVIS.A,19820920,800,0.000,,26.1,12.2,,,,,,,,,,,,90.5,89.6
DAVIS.A,19820921,800,0.000,,29.4,11.1,,,,,,,,,,,,95.1,24.2
DAVIS.A,19820922,800,0.000,,31.7,11.1,,,,,,,,,,,,94.2,18.7
DAVIS.A,19820923,2359,0.000,,28.3,11.1,,,,,,,,,,,,95.6,44.4
DAVIS.A,19820924,2359,4.061,,31.1,17.8,,,,,,,,,,,,92.6,62.3
DAVIS.A,19820925,2359,4.061,,23.3,11.7,,,,,,,,,,,,93.0,73.6
DAVIS.A,19820926,2359,0.000,,28.3,8.9,,,,,,,,,,,,96.4,42.0
DAVIS.A,19820927,2359,0.000,,25.0,10.6,,,,,,,,,,,,88.8,27.8
DAVIS.A,19820928,2359,0.000,,30.6,8.9,,,,,,,,,,,,93.1,28.3
DAVIS.A,19820929,2359,0.000,,23.3,7.8,,,,,,,,,,,,92.0,20.5
DAVIS.A,19820930,2359,0.000,,25.0,8.3,,,,,,,,,,,,77.4,23.3
DAVIS.A,19821001,2359,0.000,,30.0,5.0,,,,,,,,,,,,96.3,20.9
DAVIS.A,19821002,2359,0.000,,31.1,7.2,,,,,,,,,,,,92.4,21.5
DAVIS.A,19821003,2359,0.000,,30.0,6.7,,,,,,,,,,,,94.1,27.7
DAVIS.A,19821004,2359,0.000,,26.1,9.4,,,,,,,,,,,,91.2,30.3
DAVIS.A,19821005,2359,0.000,,27.8,8.9,,,,,,,,,,,,87.2,20.7
DAVIS.A,19821006,2359,0.000,,22.8,8.9,,,,,,,,,,,,94.2,40.1
DAVIS.A,19821007,2359,0.000,,22.8,4.4,,,,,,,,,,,,91.1,16.5
DAVIS.A,19821008,2359,0.000,,26.7,13.9,,,,,,,,,,,,44.6,17.0
DAVIS.A,19821009,2359,0.000,,30.6,11.1,,,,,,,,,,,,72.3,13.7
DAVIS.A,19821010,2359,0.000,,29.4,10.6,,,,,,,,,,,,56.9,12.0
DAVIS.A,19821011,2359,0.000,,31.1,5.6,,,,,,,,,,,,86.4,16.2
DAVIS.A,19821012,2359,0.000,,32.8,7.2,,,,,,,,,,,,84.0,18.5
DAVIS.A,19821013,2359,0.000,,31.1,8.9,,,,,,,,,,,,76.1,19.7
DAVIS.A,19821014,2359,0.000,,30.6,8.3,,,,,,,,,,,,92.0,21.1
DAVIS.A,19821015,2359,0.000,,32.8,7.8,,,,,,,,,,,,94.2,20.2
DAVIS.A,19821016,2359,0.000,,29.4,7.8,,,,,,,,,,,,95.6,33.6
DAVIS.A,19821017,2359,0.000,,23.9,7.8,,,,,,,,,,,,95.7,48.8
DAVIS.A,19821018,2359,0.000,,25.0,5.6,,,,,,,,,,,,94.8,23.9
DAVIS.A,19821019,2359,0.000,,30.6,11.7,,,,,,,,,,,,63.5,17.0
DAVIS.A,19821020,2359,0.000,,27.8,11.1,,,,,,,,,,,,90.0,55.5
DAVIS.A,19821021,2359,0.000,,20.6,11.1,,,,,,,,,,,,94.5,77.0
DAVIS.A,19821022,2359,1.015,,25.0,13.3,,,,,,,,,,,,94.9,62.4
DAVIS.A,19821023,2359,0.000,,27.2,13.3,,,,,,,,,,,,94.3,43.7
DAVIS.A,19821024,2359,12.94,,27.8,12.2,,,,,,,,,,,,94.0,57.2
DAVIS.A,19821025,2359,23.85,,19.4,13.3,,,,,,,,,,,,93.5,86.8
DAVIS.A,19821026,2359,1.015,,20.6,8.9,,,,,,,,,,,,92.4,47.0
DAVIS.A,19821027,2359,0.000,,18.3,5.6,,,,,,,,,,,,95.4,53.5
DAVIS.A,19821028,2359,0.000,,23.9,3.9,,,,,,,,,,,,98.8,36.4
DAVIS.A,19821029,2359,13.95,,17.2,10.0,,,,,,,,,,,,93.6,64.6
DAVIS.A,19821030,2359,9.899,,16.7,9.4,,,,,,,,,,,,96.7,84.2
DAVIS.A,19821031,2359,0.000,,26.1,6.1,,,,,,,,,,,,96.6,35.5
DAVIS.A,19821101,2359,0.000,,19.4,7.2,,,,,,,,,,,,100.0,64.2
DAVIS.A,19821102,2359,0.000,,21.1,6.7,,,,,,,,,,,,93.8,40.5
DAVIS.A,19821103,2359,0.000,,25.0,5.0,,,,,,,,,,,,95.2,44.3
DAVIS.A,19821104,2359,0.000,,25.6,4.4,,,,,,,,,,,,98.6,36.4
DAVIS.A,19821105,2359,0.000,,24.4,4.4,,,,,,,,,,,,96.1,37.6
DAVIS.A,19821106,2359,0.000,,18.9,4.4,,,,,,,,,,,,98.8,53.2
DAVIS.A,19821107,2359,0.000,,21.1,6.1,,,,,,,,,,,,87.7,25.6
DAVIS.A,19821108,2359,0.000,,13.9,2.2,,,,,,,,,,,,95.0,58.1
DAVIS.A,19821109,2359,7.107,,9.4,1.1,,,,,,,,,,,,96.5,84.8
DAVIS.A,19821110,2359,7.107,,9.4,1.1,,,,,,,,,,,,98.4,82.4
DAVIS.A,19821111,2359,2.031,,13.9,2.2,,,,,,,,,,,,100.0,74.3
DAVIS.A,19821112,2359,0.000,,10.6,1.1,,,,,,,,,,,,100.0,88.9
DAVIS.A,19821113,2359,0.000,,16.7,-1.7,,,,,,,,,,,,100.0,54.5
DAVIS.A,19821114,2359,0.000,,10.6,2.2,,,,,,,,,,,,100.0,81.1
DAVIS.A,19821115,2359,0.000,,7.8,2.8,,,,,,,,,,,,95.9,88.5
DAVIS.A,19821116,2359,0.000,,6.7,2.2,,,,,,,,,,,,94.6,86.4
DAVIS.A,19821117,2359,17.00,,8.9,4.4,,,,,,,,,,,,93.2,88.6
DAVIS.A,19821118,2359,29.94,,15.0,7.8,,,,,,,,,,,,92.2,83.6
DAVIS.A,19821119,2359,1.015,,17.8,5.6,,,,,,,,,,,,91.0,57.2
DAVIS.A,19821120,2359,0.000,,19.4,1.1,,,,,,,,,,,,96.0,45.9
DAVIS.A,19821121,2359,1.015,,14.4,-0.6,,,,,,,,,,,,98.3,73.5
DAVIS.A,19821122,2359,20.05,,8.3,6.1,,,,,,,,,,,,92.9,89.9
