"Station","Date","Time","Precip","type","Air_max","Air_min","obs","Wx","Wind_dir","speed","Bulb_wet","dry","Soil_max","Soil_min","Evap","Solar","ETo","RH _max","RH_min"
DAVIS.A,19871011,2359,0.000,,28.3,10.6,,,,,,,,,,,,83.7,37.8
DAVIS.A,19871012,2359,0.000,,27.2,10.0,,,,,,,,,,,,90.0,39.2
DAVIS.A,19871013,2359,0.000,,25.6,9.4,,,,,,,,,,,,89.6,50.8
DAVIS.A,19871014,2359,0.000,,27.2,6.7,,,,,,,,,,,,91.0,39.8
DAVIS.A,19871015,2359,0.000,,27.8,7.8,,,,,,,,,,,,90.5,32.0
DAVIS.A,19871016,2359,0.000,,28.3,6.1,,,,,,,,,,,,89.7,30.6
DAVIS.A,19871017,2359,0.000,,29.4,7.8,,,,,,,,,,,,71.2,14.6
DAVIS.A,19871018,2359,0.000,,30.6,7.2,,,,,,,,,,,,55.6,13.2
DAVIS.A,19871019,2359,0.000,,28.9,6.7,,,,,,,,,,,,80.5,20.4
DAVIS.A,19871020,2359,0.000,,24.4,5.0,,,,,,,,,,,,88.9,43.0
DAVIS.A,19871021,2359,0.000,,25.0,11.1,,,,,,,,,,,,87.7,43.8
DAVIS.A,19871022,2359,1.015,,19.4,13.3,,,,,,,,,,,,90.5,68.8
DAVIS.A,19871023,2359,8.883,,20.6,14.4,,,,,,,,,,,,92.1,81.1
DAVIS.A,19871024,2359,0.000,,23.9,13.3,,,,,,,,,,,,92.5,60.6
DAVIS.A,19871025,2359,0.000,,26.7,10.0,,,,,,,,,,,,92.2,40.2
DAVIS.A,19871026,2359,0.000,,27.8,10.0,,,,,,,,,,,,90.0,39.5
DAVIS.A,19871027,2359,5.076,,24.4,13.3,,,,,,,,,,,,89.4,43.0
DAVIS.A,19871028,2359,3.046,,23.9,15.0,,,,,,,,,,,,91.4,75.7
DAVIS.A,19871029,2359,0.000,,21.7,10.6,,,,,,,,,,,,90.5,67.3
DAVIS.A,19871030,2359,0.000,,21.7,9.4,,,,,,,,,,,,92.1,62.1
DAVIS.A,19871031,2359,0.000,,22.2,9.4,,,,,,,,,,,,90.2,56.8
DAVIS.A,19871101,2359,0.000,,19.4,8.9,,,,,,,,,,,,89.9,64.6
DAVIS.A,19871102,2359,0.000,,17.8,6.7,,,,,,,,,,,,90.5,69.1
DAVIS.A,19871103,2359,0.000,,19.4,5.0,,,,,,,,,,,,91.5,58.5
DAVIS.A,19871104,2359,0.000,,21.1,5.0,,,,,,,,,,,,91.2,58.6
DAVIS.A,19871105,2359,0.000,,17.2,8.9,,,,,,,,,,,,90.6,76.0
DAVIS.A,19871106,2359,0.000,,18.9,8.9,,,,,,,,,,,,88.8,64.6
DAVIS.A,19871107,2359,0.000,,21.1,5.6,,,,,,,,,,,,92.5,47.5
DAVIS.A,19871108,2359,4.061,,20.6,5.0,,,,,,,,,,,,90.1,53.2
DAVIS.A,19871109,2359,1.015,,18.3,9.4,,,,,,,,,,,,92.3,73.9
DAVIS.A,19871110,2359,0.000,,19.4,5.0,,,,,,,,,,,,92.5,56.6
DAVIS.A,19871111,2359,0.000,,22.8,4.4,,,,,,,,,,,,89.7,42.5
DAVIS.A,19871112,2359,0.000,,18.3,5.6,,,,,,,,,,,,93.9,71.9
DAVIS.A,19871113,2359,8.122,,18.9,8.3,,,,,,,,,,,,90.4,73.2
DAVIS.A,19871114,2359,0.000,,16.7,5.6,,,,,,,,,,,,89.2,36.0
DAVIS.A,19871115,2359,0.000,,17.8,2.2,,,,,,,,,,,,84.5,32.7
DAVIS.A,19871116,2359,0.000,,18.9,5.6,,,,,,,,,,,,88.7,47.6
DAVIS.A,19871117,2359,28.93,,11.7,9.4,,,,,,,,,,,,91.5,87.4
DAVIS.A,19871118,2359,0.000,,17.2,8.9,,,,,,,,,,,,91.4,79.3
DAVIS.A,19871119,2359,0.000,,19.4,5.6,,,,,,,,,,,,,
DAVIS.A,19871120,2359,12.94,,11.7,3.3,,,,,,,,,,,,98.3,84.0
DAVIS.A,19871121,2359,0.000,,15.6,3.9,,,,,,,,,,,,93.1,69.6
DAVIS.A,19871122,2359,0.000,,17.2,0.6,,,,,,,,,,,,94.9,54.7
DAVIS.A,19871123,2359,0.000,,15.6,0.6,,,,,,,,,,,,97.0,62.6
DAVIS.A,19871124,2359,0.000,,16.1,1.7,,,,,,,,,,,,93.4,67.1
DAVIS.A,19871125,2359,0.000,,14.4,6.1,,,,,,,,,,,,71.1,36.6
DAVIS.A,19871126,2359,0.000,,15.6,1.7,,,,,,,,,,,,83.9,33.8
DAVIS.A,19871127,2359,0.000,,16.7,0.0,,,,,,,,,,,,88.4,48.8
DAVIS.A,19871128,2359,0.000,,16.7,2.2,,,,,,,,,,,,91.3,37.5
DAVIS.A,19871129,2359,0.000,,13.3,1.1,,,,,,,,,,,,92.3,72.3
DAVIS.A,19871130,2359,11.92,,9.4,5.6,,,,,,,,,,,,91.2,86.9
DAVIS.A,19871201,2359,3.046,,13.9,8.3,,,,,,,,,,,,88.2,84.2
DAVIS.A,19871202,2359,0.000,,16.1,11.7,,,,,,,,,,,,87.2,83.7
DAVIS.A,19871203,2359,0.000,,18.3,9.4,,,,,,,,,,,,89.6,72.0
DAVIS.A,19871204,2359,17.00,,12.2,8.9,,,,,,,,,,,,89.2,84.6
DAVIS.A,19871205,2359,1.015,,12.2,7.8,,,,,,,,,,,,90.7,84.5
DAVIS.A,19871206,2359,18.02,,15.6,8.3,,,,,,,,,,,,88.7,79.4
DAVIS.A,19871207,2359,0.000,,15.0,5.6,,,,,,,,,,,,87.9,62.9
DAVIS.A,19871208,2359,13.95,,10.6,7.2,,,,,,,,,,,,88.5,82.9
DAVIS.A,19871209,2359,1.015,,11.7,8.3,,,,,,,,,,,,92.9,85.4
DAVIS.A,19871210,2359,0.000,,18.3,9.4,,,,,,,,,,,,94.3,73.4
DAVIS.A,19871211,2359,0.000,,12.8,7.8,,,,,,,,,,,,67.6,41.5
DAVIS.A,19871212,2359,0.000,,11.1,4.4,,,,,,,,,,,,46.2,28.0
DAVIS.A,19871213,2359,0.000,,10.0,2.8,,,,,,,,,,,,47.0,26.6
DAVIS.A,19871214,2359,0.000,,7.8,1.7,,,,,,,,,,,,77.8,44.5
DAVIS.A,19871215,2359,0.000,,8.3,1.1,,,,,,,,,,,,88.7,66.4
DAVIS.A,19871216,2359,22.08,,9.4,2.8,,,,,,,,,,,,90.8,59.2
DAVIS.A,19871217,2359,0.000,,13.9,2.8,,,,,,,,,,,,87.8,62.4
DAVIS.A,19871218,2359,0.000,,10.6,-3.3,,,,,,,,,,,,96.4,76.9
DAVIS.A,19871219,2359,0.000,,13.3,0.6,,,,,,,,,,,,91.2,53.8
DAVIS.A,19871220,2359,0.000,,8.3,-2.2,,,,,,,,,,,,97.1,82.1
DAVIS.A,19871221,2359,1.015,,10.0,0.6,,,,,,,,,,,,92.5,83.0
DAVIS.A,19871222,2359,3.046,,13.9,4.4,,,,,,,,,,,,93.0,62.1
DAVIS.A,19871223,2359,0.000,,10.0,2.2,,,,,,,,,,,,68.7,46.2
DAVIS.A,19871224,2359,0.000,,8.3,0.6,,,,,,,,,,,,60.5,31.1
DAVIS.A,19871225,2359,0.000,,13.3,-1.1,,,,,,,,,,,,82.8,30.7
DAVIS.A,19871226,2359,0.000,,10.0,-4.4,,,,,,,,,,,,89.2,46.2
DAVIS.A,19871227,2359,8.122,,6.1,-1.7,,,,,,,,,,,,90.4,67.1
DAVIS.A,19871228,2359,13.95,,9.4,0.6,,,,,,,,,,,,92.3,84.5
DAVIS.A,19871229,2359,0.000,,8.3,-0.6,,,,,,,,,,,,93.3,84.0
DAVIS.A,19871230,2359,0.000,,7.8,-1.1,,,,,,,,,,,,92.8,79.9
DAVIS.A,19871231,2359,0.000,,8.9,-3.3,,,,,,,,,,,,92.9,68.5
DAVIS.A,19880101,2359,0.000,,5.6,-3.9,,,,,,,,,,,,92.7,81.8
DAVIS.A,19880102,2359,5.076,,7.2,0.6,,,,,,,,,,,,92.4,79.9
DAVIS.A,19880103,2359,17.00,,4.4,2.2,,,,,,,,,,,,92.3,89.5
DAVIS.A,19880104,2359,25.88,,5.6,2.8,,,,,,,,,,,,93.9,90.0
DAVIS.A,19880105,2359,0.000,,13.3,0.0,,,,,,,,,,,,93.8,73.8
DAVIS.A,19880106,2359,0.000,,11.7,-1.1,,,,,,,,,,,,94.9,79.4
DAVIS.A,19880107,2359,1.015,,7.8,1.7,,,,,,,,,,,,95.3,85.1
DAVIS.A,19880108,2359,0.000,,10.0,5.6,,,,,,,,,,,,90.9,84.7
DAVIS.A,19880109,2359,0.000,,12.2,7.8,,,,,,,,,,,,90.1,83.0
DAVIS.A,19880110,2359,1.015,,11.1,8.3,,,,,,,,,,,,90.0,84.7
DAVIS.A,19880111,833,0.000,,12.2,7.2,,,,,,,,,,,,83.4,44.9
DAVIS.A,19880112,2359,0.000,,11.7,-1.7,,,,,,,,,,,,89.7,58.5
DAVIS.A,19880113,2359,0.000,,13.3,1.7,,,,,,,,,,,,89.0,69.0
DAVIS.A,19880114,2359,1.015,,12.8,2.8,,,,,,,,,,,,90.9,69.2
DAVIS.A,19880115,2359,5.076,,13.3,6.7,,,,,,,,,,,,87.5,60.4
DAVIS.A,19880116,2359,21.06,,14.4,6.7,,,,,,,,,,,,88.3,60.0
DAVIS.A,19880117,2359,25.88,,8.9,5.6,,,,,,,,,,,,88.0,51.7
DAVIS.A,19880118,2359,0.000,,12.8,1.1,,,,,,,,,,,,84.7,45.8
DAVIS.A,19880119,2359,0.000,,12.2,1.7,,,,,,,,,,,,86.9,47.2
DAVIS.A,19880120,2359,0.000,,14.4,0.0,,,,,,,,,,,,90.7,52.8
DAVIS.A,19880121,2359,0.000,,17.8,0.6,,,,,,,,,,,,88.9,40.5
DAVIS.A,19880122,2359,0.000,,15.6,-0.6,,,,,,,,,,,,90.0,57.7
DAVIS.A,19880123,2359,0.000,,16.1,1.1,,,,,,,,,,,,91.2,25.2
DAVIS.A,19880124,2359,0.000,,17.8,0.6,,,,,,,,,,,,90.2,27.3
DAVIS.A,19880125,2359,0.000,,18.3,1.7,,,,,,,,,,,,89.0,41.3
DAVIS.A,19880126,2359,0.000,,16.1,1.7,,,,,,,,,,,,87.4,57.4
DAVIS.A,19880127,2359,0.000,,20.0,2.2,,,,,,,,,,,,87.7,46.9
DAVIS.A,19880128,2359,0.000,,15.6,4.4,,,,,,,,,,,,92.3,67.6
DAVIS.A,19880129,2359,11.92,,12.8,7.2,,,,,,,,,,,,87.4,81.7
DAVIS.A,19880130,2359,0.000,,12.2,1.7,,,,,,,,,,,,92.7,79.1
DAVIS.A,19880131,2359,1.015,,15.0,-1.7,,,,,,,,,,,,92.0,56.1
DAVIS.A,19880201,2359,0.000,,11.7,-1.7,,,,,,,,,,,,93.5,71.0
DAVIS.A,19880202,2359,0.000,,12.8,0.6,,,,,,,,,,,,88.5,46.6
DAVIS.A,19880203,2359,0.000,,14.4,-0.6,,,,,,,,,,,,86.9,40.9
DAVIS.A,19880204,2359,0.000,,16.1,-1.1,,,,,,,,,,,,88.3,30.7
DAVIS.A,19880205,2359,0.000,,16.7,-2.8,,,,,,,,,,,,90.7,39.4
DAVIS.A,19880206,2359,0.000,,15.6,0.0,,,,,,,,,,,,88.3,44.5
DAVIS.A,19880207,2359,0.000,,18.3,-1.1,,,,,,,,,,,,90.7,40.8
DAVIS.A,19880208,2359,0.000,,20.6,1.1,,,,,,,,,,,,90.8,48.5
DAVIS.A,19880209,2359,0.000,,21.1,1.1,,,,,,,,,,,,91.9,48.7
DAVIS.A,19880210,846,0.000,,21.1,6.7,,,,,,,,,,,,74.8,35.5
DAVIS.A,19880211,2359,0.000,,23.3,7.2,,,,,,,,,,,,85.4,36.8
DAVIS.A,19880212,2359,0.000,,22.8,1.1,,,,,,,,,,,,92.8,43.6
DAVIS.A,19880213,2359,0.000,,18.9,1.7,,,,,,,,,,,,90.9,21.6
DAVIS.A,19880214,2359,0.000,,21.7,5.0,,,,,,,,,,,,80.7,24.3
DAVIS.A,19880215,2359,0.000,,20.0,1.7,,,,,,,,,,,,89.1,45.6
DAVIS.A,19880216,2359,0.000,,17.2,8.9,,,,,,,,,,,,58.8,19.1
DAVIS.A,19880217,2359,0.000,,21.1,5.6,,,,,,,,,,,,78.1,16.6
DAVIS.A,19880218,2359,0.000,,17.2,3.9,,,,,,,,,,,,82.7,20.1
DAVIS.A,19880219,2359,0.000,,22.8,3.9,,,,,,,,,,,,76.8,17.2
DAVIS.A,19880220,2359,0.000,,22.8,0.0,,,,,,,,,,,,86.0,18.5
DAVIS.A,19880221,2359,0.000,,21.7,1.7,,,,,,,,,,,,86.0,23.1
DAVIS.A,19880222,847,0.000,,21.1,-0.6,,,,,,,,,,,,89.9,36.8
DAVIS.A,19880223,855,0.000,,20.6,1.7,,,,,,,,,,,,97.6,43.7
DAVIS.A,19880224,2359,0.000,,25.0,1.7,,,,,,,,,,,,100.0,39.6
DAVIS.A,19880225,2359,0.000,,22.8,2.8,,,,,,,,,,,,100.0,45.4
DAVIS.A,19880226,2359,0.000,,26.1,6.1,,,,,,,,,,,,92.2,37.6
DAVIS.A,19880227,2359,0.000,,21.1,10.6,,,,,,,,,,,,94.8,61.3
DAVIS.A,19880228,2359,12.94,,23.9,4.4,,,,,,,,,,,,97.8,50.6
DAVIS.A,19880229,2359,8.122,,16.7,10.0,,,,,,,,,,,,100.0,90.3
DAVIS.A,19880301,2359,1.015,,16.1,6.7,,,,,,,,,,,,98.7,66.6
DAVIS.A,19880302,747,0.000,,19.4,2.8,,,,,,,,,,,,97.9,55.7
DAVIS.A,19880303,2359,0.000,,21.7,4.4,,,,,,,,,,,,100.0,59.2
DAVIS.A,19880304,2359,0.000,,20.6,5.6,,,,,,,,,,,,100.0,71.7
DAVIS.A,19880305,2359,0.000,,21.7,7.8,,,,,,,,,,,,100.0,71.7
DAVIS.A,19880306,2359,0.000,,20.0,6.7,,,,,,,,,,,,98.5,50.3
DAVIS.A,19880307,2359,0.000,,22.2,6.7,,,,,,,,,,,,94.9,33.5
DAVIS.A,19880308,2359,0.000,,23.3,3.3,,,,,,,,,,,,100.0,50.3
DAVIS.A,19880309,2359,0.000,,17.8,5.6,,,,,,,,,,,,70.1,28.7
DAVIS.A,19880310,2359,0.000,,16.7,5.6,,,,,,,,,,,,49.6,20.6
DAVIS.A,19880311,2359,0.000,,17.2,4.4,,,,,,,,,,,,51.5,23.3
DAVIS.A,19880312,2359,0.000,,20.0,2.8,,,,,,,,,,,,65.6,18.1
DAVIS.A,19880313,2359,0.000,,22.2,0.0,,,,,,,,,,,,82.3,27.6
DAVIS.A,19880314,2359,0.000,,22.8,1.1,,,,,,,,,,,,93.4,25.8
DAVIS.A,19880315,2359,0.000,,21.1,2.2,,,,,,,,,,,,98.3,17.6
DAVIS.A,19880316,2359,0.000,,23.3,1.7,,,,,,,,,,,,84.6,19.2
DAVIS.A,19880317,2359,0.000,,25.6,2.2,,,,,,,,,,,,92.8,26.0
DAVIS.A,19880318,2359,0.000,,24.4,3.3,,,,,,,,,,,,97.3,33.7
DAVIS.A,19880319,2359,0.000,,27.2,3.9,,,,,,,,,,,,96.6,35.5
DAVIS.A,19880320,2359,0.000,,25.6,4.4,,,,,,,,,,,,98.0,30.9
DAVIS.A,19880321,2359,0.000,,25.0,8.9,,,,,,,,,,,,98.2,33.3
DAVIS.A,19880322,2359,0.000,,23.3,5.0,,,,,,,,,,,,99.6,30.1
DAVIS.A,19880323,2359,0.000,,21.7,10.0,,,,,,,,,,,,96.2,37.4
DAVIS.A,19880324,2359,0.000,,25.0,5.6,,,,,,,,,,,,52.9,15.7
DAVIS.A,19880325,740,0.000,,27.8,7.8,,,,,,,,,,,,,
DAVIS.A,19880326,844,0.000,,31.7,8.3,,,,,,,,,,,,,
DAVIS.A,19880327,850,0.000,,18.9,10.0,,,,,,,,,,,,,
DAVIS.A,19880328,2359,0.000,,22.2,6.7,,,,,,,,,,,,42.1,15.4
DAVIS.A,19880329,2359,0.000,,23.9,1.7,,,,,,,,,,,,76.4,20.3
DAVIS.A,19880330,2359,0.000,,21.7,9.4,,,,,,,,,,,,36.9,16.3
DAVIS.A,19880331,2359,0.000,,25.6,7.8,,,,,,,,,,,,41.9,13.6
DAVIS.A,19880401,2359,0.000,,26.1,2.8,,,,,,,,,,,,77.3,21.2
DAVIS.A,19880402,2359,0.000,,25.0,3.9,,,,,,,,,,,,89.7,16.4
DAVIS.A,19880403,2359,0.000,,17.2,8.3,,,,,,,,,,,,99.5,74.1
DAVIS.A,19880404,2359,0.000,,22.8,2.8,,,,,,,,,,,,100.0,30.1
DAVIS.A,19880405,2359,0.000,,28.9,3.3,,,,,,,,,,,,89.5,16.0
DAVIS.A,19880406,2359,0.000,,29.4,8.9,,,,,,,,,,,,85.5,28.1
DAVIS.A,19880407,2359,0.000,,24.4,10.6,,,,,,,,,,,,81.5,16.9
DAVIS.A,19880408,2359,0.000,,24.4,10.0,,,,,,,,,,,,26.5,14.1
DAVIS.A,19880409,2359,0.000,,30.0,7.2,,,,,,,,,,,,45.6,12.8
DAVIS.A,19880410,2359,0.000,,32.8,7.8,,,,,,,,,,,,55.8,12.7
DAVIS.A,19880411,2359,0.000,,33.3,9.4,,,,,,,,,,,,72.7,13.4
DAVIS.A,19880412,2359,0.000,,24.4,9.4,,,,,,,,,,,,93.1,42.0
DAVIS.A,19880413,2359,0.000,,18.9,10.6,,,,,,,,,,,,97.8,62.3
DAVIS.A,19880414,2359,0.000,,18.3,10.0,,,,,,,,,,,,100.0,64.3
DAVIS.A,19880415,2359,0.000,,21.7,6.7,,,,,,,,,,,,100.0,55.8
DAVIS.A,19880416,2359,0.000,,17.8,10.0,,,,,,,,,,,,96.4,73.9
DAVIS.A,19880417,2359,0.000,,22.2,8.3,,,,,,,,,,,,100.0,53.4
DAVIS.A,19880418,2359,0.000,,20.0,8.3,,,,,,,,,,,,97.7,48.1
DAVIS.A,19880419,2359,29.94,,15.0,10.0,,,,,,,,,,,,100.0,93.4
DAVIS.A,19880420,2359,0.000,,17.2,8.3,,,,,,,,,,,,100.0,66.2
DAVIS.A,19880421,2359,0.000,,20.0,6.1,,,,,,,,,,,,100.0,53.6
DAVIS.A,19880422,2359,2.031,,15.0,7.2,,,,,,,,,,,,100.0,71.7
DAVIS.A,19880423,2359,0.000,,18.9,7.2,,,,,,,,,,,,100.0,54.4
DAVIS.A,19880424,2359,0.000,,19.4,6.1,,,,,,,,,,,,100.0,56.9
DAVIS.A,19880425,2359,0.000,,24.4,5.0,,,,,,,,,,,,100.0,23.1
DAVIS.A,19880426,2359,0.000,,27.8,7.2,,,,,,,,,,,,100.0,30.6
DAVIS.A,19880427,2359,0.000,,25.0,10.6,,,,,,,,,,,,97.3,39.2
DAVIS.A,19880428,2359,0.000,,21.1,9.4,,,,,,,,,,,,99.5,48.3
DAVIS.A,19880429,2359,0.000,,21.7,8.9,,,,,,,,,,,,99.6,40.4
DAVIS.A,19880430,2359,0.000,,18.3,6.1,,,,,,,,,,,,67.0,28.4
DAVIS.A,19880501,2359,0.000,,21.7,5.0,,,,,,,,,,,,60.8,14.4
DAVIS.A,19880502,2359,0.000,,24.4,4.4,,,,,,,,,,,,92.0,26.6
DAVIS.A,19880503,2359,0.000,,24.4,10.0,,,,,,,,,,,,83.6,29.2
DAVIS.A,19880504,2359,0.000,,21.1,7.8,,,,,,,,,,,,90.5,19.1
DAVIS.A,19880505,2359,0.000,,15.6,2.8,,,,,,,,,,,,100.0,49.0
DAVIS.A,19880506,2359,4.061,,17.2,2.2,,,,,,,,,,,,100.0,49.7
DAVIS.A,19880507,2359,17.00,,16.1,8.9,,,,,,,,,,,,100.0,87.6
DAVIS.A,19880508,2359,1.015,,18.9,7.2,,,,,,,,,,,,100.0,49.3
DAVIS.A,19880509,2359,0.000,,25.0,9.4,,,,,,,,,,,,97.5,35.1
DAVIS.A,19880510,2359,0.000,,30.6,9.4,,,,,,,,,,,,96.2,21.6
DAVIS.A,19880511,2359,0.000,,33.9,11.7,,,,,,,,,,,,95.4,15.3
DAVIS.A,19880512,2359,0.000,,25.6,11.1,,,,,,,,,,,,84.6,50.2
DAVIS.A,19880513,2359,0.000,,26.7,7.2,,,,,,,,,,,,94.1,22.5
DAVIS.A,19880514,2359,0.000,,31.7,11.7,,,,,,,,,,,,80.4,17.5
DAVIS.A,19880515,2359,0.000,,29.4,10.6,,,,,,,,,,,,96.1,27.1
DAVIS.A,19880516,2359,2.031,,17.8,8.3,,,,,,,,,,,,99.5,84.5
DAVIS.A,19880517,2359,0.000,,24.4,6.7,,,,,,,,,,,,100.0,33.1
DAVIS.A,19880518,2359,0.000,,27.8,7.8,,,,,,,,,,,,96.8,21.9
DAVIS.A,19880519,2359,0.000,,32.2,16.1,,,,,,,,,,,,44.4,11.7
DAVIS.A,19880520,2359,0.000,,34.4,11.1,,,,,,,,,,,,71.8,13.0
DAVIS.A,19880521,2359,0.000,,35.0,13.9,,,,,,,,,,,,84.9,10.2
DAVIS.A,19880522,2359,0.000,,30.6,11.7,,,,,,,,,,,,90.3,12.6
DAVIS.A,19880523,2359,0.000,,30.6,9.4,,,,,,,,,,,,98.8,26.7
DAVIS.A,19880524,2359,0.000,,28.3,8.3,,,,,,,,,,,,99.2,24.1
DAVIS.A,19880525,2359,0.000,,27.2,9.4,,,,,,,,,,,,98.6,40.1
DAVIS.A,19880526,2359,0.000,,27.2,8.9,,,,,,,,,,,,93.3,30.5
DAVIS.A,19880527,2359,0.000,,27.8,10.6,,,,,,,,,,,,91.4,36.7
DAVIS.A,19880528,2359,0.000,,20.6,10.0,,,,,,,,,,,,98.2,62.6
DAVIS.A,19880529,2359,0.000,,21.7,7.8,,,,,,,,,,,,69.9,20.6
DAVIS.A,19880530,2359,0.000,,24.4,7.2,,,,,,,,,,,,74.6,23.6
DAVIS.A,19880531,2359,0.000,,27.2,9.4,,,,,,,,,,,,90.5,37.8
DAVIS.A,19880601,2359,0.000,,28.3,15.0,,,,,,,,,,,,91.9,23.4
DAVIS.A,19880602,2359,0.000,,28.3,12.2,,,,,,,,,,,,93.8,22.1
DAVIS.A,19880603,2359,0.000,,26.7,10.6,,,,,,,,,,,,96.4,26.2
DAVIS.A,19880604,2359,0.000,,22.2,9.4,,,,,,,,,,,,67.4,32.1
DAVIS.A,19880605,2359,6.091,,21.7,5.6,,,,,,,,,,,,92.6,37.8
DAVIS.A,19880606,2359,13.95,,18.3,5.0,,,,,,,,,,,,100.0,49.6
DAVIS.A,19880607,2359,0.000,,18.9,8.9,,,,,,,,,,,,100.0,53.0
DAVIS.A,19880608,2359,0.000,,23.3,5.6,,,,,,,,,,,,100.0,23.1
DAVIS.A,19880609,2359,0.000,,24.4,12.2,,,,,,,,,,,,91.4,37.0
DAVIS.A,19880610,2359,0.000,,30.0,11.7,,,,,,,,,,,,98.7,22.7
DAVIS.A,19880611,2359,0.000,,29.4,12.8,,,,,,,,,,,,92.6,31.3
DAVIS.A,19880612,2359,0.000,,33.3,10.6,,,,,,,,,,,,99.0,11.3
DAVIS.A,19880613,2359,0.000,,36.7,12.2,,,,,,,,,,,,95.4,12.5
DAVIS.A,19880614,2359,0.000,,34.4,14.4,,,,,,,,,,,,81.6,10.0
DAVIS.A,19880615,2359,0.000,,32.8,13.3,,,,,,,,,,,,94.7,34.5
DAVIS.A,19880616,2359,0.000,,28.9,13.3,,,,,,,,,,,,85.2,34.7
DAVIS.A,19880617,2359,0.000,,31.1,11.1,,,,,,,,,,,,98.1,34.1
DAVIS.A,19880618,2359,0.000,,37.8,14.4,,,,,,,,,,,,93.1,18.7
DAVIS.A,19880619,2359,0.000,,38.3,15.6,,,,,,,,,,,,91.7,14.6
DAVIS.A,19880620,2359,0.000,,32.8,13.3,,,,,,,,,,,,89.6,36.8
DAVIS.A,19880621,2359,0.000,,31.1,13.9,,,,,,,,,,,,91.3,33.2
DAVIS.A,19880622,2359,0.000,,36.7,14.4,,,,,,,,,,,,94.4,25.0
DAVIS.A,19880623,2359,0.000,,37.2,18.3,,,,,,,,,,,,88.6,28.6
DAVIS.A,19880624,2359,0.000,,38.9,16.7,,,,,,,,,,,,74.0,25.9
DAVIS.A,19880625,2359,0.000,,30.6,15.6,,,,,,,,,,,,80.6,36.7
DAVIS.A,19880626,2359,0.000,,33.9,13.3,,,,,,,,,,,,95.4,13.7
DAVIS.A,19880627,2359,0.000,,32.8,14.4,,,,,,,,,,,,62.4,16.9
DAVIS.A,19880628,2359,0.000,,33.9,12.2,,,,,,,,,,,,84.2,10.5
DAVIS.A,19880629,2359,0.000,,30.6,15.6,,,,,,,,,,,,33.7,11.9
DAVIS.A,19880630,2359,0.000,,37.2,12.2,,,,,,,,,,,,63.2,10.0
DAVIS.A,19880701,2359,0.000,,37.8,15.0,,,,,,,,,,,,92.6,11.4
DAVIS.A,19880702,2359,0.000,,38.3,16.7,,,,,,,,,,,,86.9,14.1
DAVIS.A,19880703,2359,0.000,,31.7,13.9,,,,,,,,,,,,92.0,33.4
DAVIS.A,19880704,2359,0.000,,28.3,12.8,,,,,,,,,,,,88.1,28.2
DAVIS.A,19880705,2359,0.000,,30.0,10.6,,,,,,,,,,,,83.4,17.9
DAVIS.A,19880706,2359,0.000,,32.8,11.1,,,,,,,,,,,,96.0,10.9
DAVIS.A,19880707,2359,0.000,,35.6,13.9,,,,,,,,,,,,74.4,9.6
DAVIS.A,19880708,2359,0.000,,36.7,12.2,,,,,,,,,,,,94.1,10.5
DAVIS.A,19880709,2359,0.000,,40.0,13.3,,,,,,,,,,,,94.5,12.3
DAVIS.A,19880710,2359,0.000,,36.7,16.7,,,,,,,,,,,,82.1,10.8
DAVIS.A,19880711,2359,0.000,,31.1,13.3,,,,,,,,,,,,88.3,30.6
DAVIS.A,19880712,2359,0.000,,31.1,12.8,,,,,,,,,,,,93.4,34.2
DAVIS.A,19880713,2359,0.000,,32.2,13.9,,,,,,,,,,,,97.6,34.6
DAVIS.A,19880714,2359,0.000,,33.3,15.0,,,,,,,,,,,,78.5,29.2
DAVIS.A,19880715,2359,0.000,,36.1,13.9,,,,,,,,,,,,93.6,25.6
DAVIS.A,19880716,2359,0.000,,37.8,16.1,,,,,,,,,,,,89.8,11.4
DAVIS.A,19880717,2359,0.000,,40.6,21.1,,,,,,,,,,,,39.9,9.2
DAVIS.A,19880718,2359,0.000,,43.3,16.1,,,,,,,,,,,,72.5,7.1
DAVIS.A,19880719,2359,0.000,,40.0,15.6,,,,,,,,,,,,92.3,13.4
DAVIS.A,19880720,2359,0.000,,36.1,15.0,,,,,,,,,,,,94.5,26.4
DAVIS.A,19880721,2359,0.000,,36.1,16.1,,,,,,,,,,,,86.8,16.3
DAVIS.A,19880722,2359,0.000,,37.2,18.3,,,,,,,,,,,,76.7,13.4
DAVIS.A,19880723,2359,0.000,,37.2,16.7,,,,,,,,,,,,87.0,14.7
DAVIS.A,19880724,2359,0.000,,37.2,21.1,,,,,,,,,,,,49.8,14.1
DAVIS.A,19880725,2359,0.000,,36.1,17.8,,,,,,,,,,,,87.0,28.3
DAVIS.A,19880726,2359,0.000,,36.1,17.8,,,,,,,,,,,,84.0,28.6
DAVIS.A,19880727,2359,0.000,,36.1,16.7,,,,,,,,,,,,86.4,19.2
DAVIS.A,19880728,2359,0.000,,36.7,12.8,,,,,,,,,,,,96.6,17.2
DAVIS.A,19880729,2359,0.000,,37.8,14.4,,,,,,,,,,,,94.6,13.2
DAVIS.A,19880730,2359,0.000,,37.2,16.7,,,,,,,,,,,,88.0,21.7
DAVIS.A,19880731,2359,0.000,,32.8,16.7,,,,,,,,,,,,74.8,31.3
DAVIS.A,19880801,2359,0.000,,32.8,13.3,,,,,,,,,,,,96.6,32.2
